makespan time indicator criteria
6450 0.2258088 dist number
7070 0.2929391 number number
6350 0.2084323 number dist
6700 0.200374299 number dist
8400 0.364189401 number number
6460 0.224507599 number dist
7250 0.2986057 number dist
7330 0.250901199 number dist
6740 0.231592 dist dist
6440 0.204415401 number dist
6980 0.2340225 number number
6510 0.1734733 number dist
6090 0.189440599 dist dist
7060 0.2365971 number dist
6130 0.202836399 dist number
5590 0.1936323 dist dist
6010 0.2482554 dist dist
6990 0.2249103 number number
6530 0.168182899 dist dist
5860 0.1660821 number number
6040 0.171938099 dist number
6070 0.1808767 dist dist
6980 0.154673201 number number
7050 0.1946799 number dist
6180 0.179571401 number number
6110 0.140283099 dist number
7100 0.193930899 number number
6770 0.2119055 dist dist
6400 0.210795599 dist number
7310 0.2751843 number dist
6100 0.198272701 number dist
7080 0.252963 number dist
7160 0.2204747 number dist
7610 0.2389469 number number
6080 0.2066925 number number
6450 0.2015139 number dist
6420 0.2517738 dist number
7010 0.208824801 dist dist
5800 0.145354999 dist number
8420 0.423374499 number dist
5770 0.181313699 number number
6510 0.2382628 number dist
6020 0.2098196 number number
7040 0.245090001 number dist
5840 0.1465826 dist number
6450 0.2108024 number number
6800 0.2984475 dist number
6540 0.279325101 dist dist
6320 0.2197048 number dist
6360 0.194364201 number number
5350 0.179341899 number number
6480 0.1793966 number dist
6150 0.21704 number dist
6500 0.221290499 dist dist
6430 0.2351315 dist number
6490 0.212595901 dist number
5600 0.1248776 number number
8130 0.338475201 number dist
6230 0.221707101 number number
6310 0.181503801 number dist
6900 0.211307601 number dist
6040 0.1994833 dist number
6050 0.2197173 number dist
6950 0.210268701 dist dist
6580 0.226874901 number dist
5960 0.2213172 number dist
7230 0.248610399 number dist
6360 0.178905701 number number
7370 0.218281199 number number
6550 0.2107451 number dist
6290 0.1571883 number dist
7330 0.172483101 number dist
6840 0.195482 dist number
6470 0.173981601 dist dist
6160 0.187299799 number number
6390 0.278642499 dist number
6080 0.179104199 dist number
6230 0.1811992 dist dist
6910 0.2404707 number dist
7830 0.2374713 number dist
6980 0.286042501 number dist
6270 0.263821101 number number
6180 0.156353599 dist number
7610 0.2801702 number number
7020 0.232495801 dist number
5870 0.261103001 dist dist
6960 0.1240427 dist number
5440 0.1380014 number dist
5760 0.138289801 dist dist
6480 0.172562999 number number
5450 0.1783377 number dist
6030 0.242010301 dist dist
7390 0.245422399 dist number
5900 0.1495655 dist dist
5990 0.1560431 number dist
5700 0.2182757 dist number
6040 0.241319901 dist dist
5660 0.1581804 dist dist
6440 0.189138099 number number
6550 0.2491057 dist number
6400 0.142108799 dist number
6980 0.2620933 number dist
5860 0.1480893 dist number
6110 0.140352501 number number
5810 0.186596799 dist dist
5570 0.1460896 dist dist
6550 0.1343473 number number
6840 0.245501101 dist dist
5770 0.1855043 number dist
6140 0.193295699 number dist
6100 0.1570853 dist number
5960 0.1609336 dist number
5350 0.175857 dist number
5690 0.1403345 dist number
5680 0.1327336 dist dist
6470 0.2236144 number number
5760 0.144623601 dist number
6860 0.2609214 dist dist
6150 0.260413199 dist dist
6720 0.2022598 number dist
6860 0.1849918 dist number
5790 0.140992099 number dist
6350 0.176568801 dist number
5960 0.2521322 number number
6290 0.2057765 dist number
6850 0.2272011 dist number
7330 0.289610401 dist number
5560 0.1658619 dist dist
6120 0.214793901 dist number
6760 0.235035601 number dist
7130 0.200199801 number number
6670 0.1624169 dist number
7380 0.214559099 number dist
5910 0.1605124 dist number
6350 0.1893218 dist number
5860 0.2597786 dist number
6100 0.161737401 dist number
7570 0.2757521 number dist
6030 0.1968095 number number
6500 0.120976201 number number
6410 0.262841699 dist dist
6190 0.2462544 dist dist
6450 0.210251 dist dist
6900 0.1628649 dist dist
6270 0.2542713 dist number
6860 0.269839101 dist dist
5930 0.1972139 number dist
6430 0.245818 number dist
6320 0.192729099 dist dist
6810 0.157330601 number dist
8190 0.330483799 number number
6020 0.206528801 dist number
6760 0.130989 dist number
6210 0.181416501 number dist
5840 0.2332899 dist number
6630 0.215871699 dist number
5840 0.1259415 number dist
6070 0.1748041 dist dist
6080 0.200056801 dist dist
7150 0.271841 number dist
5330 0.1163583 dist number
6410 0.2087847 number dist
6350 0.1923322 number number
7200 0.269087501 number dist
6160 0.230087599 dist dist
5880 0.1633489 dist dist
6900 0.240060099 number dist
5990 0.2156854 dist dist
8150 0.338932601 number number
6540 0.1916866 number dist
6510 0.1866673 dist number
7110 0.198526799 dist dist
6210 0.1789842 number dist
6500 0.206977301 number dist
5910 0.1738692 dist number
6580 0.1635706 number number
7250 0.2851058 number dist
6130 0.1999715 dist dist
6760 0.193620701 number dist
7200 0.268864 number dist
7030 0.262120001 number dist
6190 0.2118114 dist number
6090 0.2111722 dist dist
5720 0.196840599 dist number
5690 0.145963899 number number
7150 0.214296401 number dist
7750 0.294832299 number number
7620 0.303948699 number dist
5890 0.187774901 dist number
6330 0.1863593 number number
5300 0.1557141 dist number
6180 0.205148199 dist number
5660 0.139891501 dist dist
7040 0.2042985 dist dist
6820 0.2110734 dist number
6330 0.247817001 number number
6410 0.1848291 number dist
6200 0.206203499 dist number
7980 0.3451409 number dist
6460 0.306117999 dist number
6330 0.2133781 number dist
6170 0.1431572 number number
7060 0.292748299 number number
7650 0.276064999 number number
6660 0.230190301 dist number
7420 0.286584999 number dist
5870 0.158790801 dist number
7340 0.238053101 number dist
6240 0.25462 dist dist
5510 0.1440018 number number
6360 0.165293301 dist dist
6820 0.168911 dist number
6740 0.1958953 dist dist
6000 0.1747593 dist dist
5580 0.2066666 dist number
6280 0.1933521 dist number
6170 0.177642101 number dist
6700 0.2345036 number dist
6810 0.1975729 dist dist
7460 0.2441407 dist number
6350 0.253416801 dist number
6350 0.160206399 dist dist
7310 0.219357 number number
6660 0.2415706 number dist
7600 0.259158199 dist dist
5800 0.226485299 dist dist
7100 0.2162312 number dist
6860 0.2830955 number dist
6590 0.2165168 dist number
6760 0.3753002 dist dist
6910 0.206184 dist dist
6250 0.2079795 number dist
5990 0.231462 dist number
6340 0.1908475 number dist
6450 0.2593898 dist dist
6700 0.2377587 dist number
6970 0.202994101 number number
6350 0.151611401 dist dist
6890 0.2812568 number dist
6170 0.168685201 dist dist
6310 0.209523499 dist dist
7030 0.2442224 number dist
8580 0.418677399 number dist
7800 0.3082347 number number
5760 0.1562955 dist number
6460 0.121322599 number number
7260 0.203675301 dist dist
6280 0.2659851 dist dist
6400 0.2696138 number number
5890 0.140437701 number dist
5880 0.2071955 dist dist
6770 0.1956485 number dist
6280 0.222143501 dist number
6010 0.156145399 dist dist
5710 0.1050954 number dist
5970 0.2337193 dist number
6890 0.240861299 number dist
7660 0.331546 dist dist
6690 0.177594199 number number
6150 0.118907599 dist dist
6320 0.1699959 number number
6900 0.2321209 number dist
6600 0.222853401 dist number
6110 0.183106201 dist dist
6930 0.2199557 number dist
6120 0.145915699 dist number
6450 0.1982087 number number
6120 0.2181137 dist dist
6120 0.183437099 number dist
5980 0.112935101 dist number
7740 0.272741899 number number
6630 0.235671101 dist dist
6070 0.2057554 dist dist
6860 0.2394283 number dist
7210 0.266322999 number number
6770 0.2484654 number number
6320 0.227183901 dist number
6110 0.152685399 dist number
7900 0.2679208 number number
6390 0.187178801 dist dist
6150 0.1692053 dist dist
6440 0.324033699 dist dist
6800 0.2961159 dist dist
6720 0.186863899 number dist
6470 0.208582401 number number
7280 0.265573001 dist number
6970 0.2069991 number number
7060 0.239829699 dist dist
6830 0.203395099 dist dist
7080 0.1943389 number dist
7100 0.249022499 dist number
6270 0.1711052 dist dist
6860 0.158516899 number number
6610 0.161151499 number number
6330 0.1809777 number number
8650 0.317575101 number dist
6290 0.146143599 number dist
5340 0.095857501 dist dist
6490 0.194231 dist number
5850 0.138874001 dist number
6520 0.150784101 number dist
6660 0.154203101 dist number
5890 0.151017499 dist dist
6250 0.1774555 dist number
6500 0.1979892 number number
6100 0.191685901 dist number
6220 0.181385701 dist number
6480 0.176167 dist dist
7330 0.2390602 number dist
6330 0.191862999 number number
7130 0.192560601 number number
5560 0.1279588 dist dist
7370 0.26838 number dist
6330 0.2260866 dist dist
6390 0.228832599 dist dist
6140 0.2701611 dist dist
6000 0.2235584 dist dist
6210 0.2285759 dist number
5950 0.1683302 dist number
6930 0.222711001 number dist
5530 0.204851799 dist dist
5960 0.1549847 dist number
5890 0.1692015 number dist
5960 0.1886447 number number
7220 0.318071101 dist dist
5610 0.196319999 number number
6260 0.209929801 dist number
7410 0.264247601 number number
6580 0.2464542 dist number
6470 0.2377482 dist number
5710 0.1892404 dist number
6550 0.2082491 number dist
6680 0.209030401 dist dist
6110 0.1409469 number dist
5970 0.135767599 dist number
6370 0.174599501 number number
6430 0.162689399 number dist
5490 0.1425422 number dist
7090 0.2620812 number dist
6500 0.174040301 number dist
6670 0.2129965 dist dist
6630 0.2061726 number dist
7980 0.2729459 dist number
6670 0.192315801 number number
6160 0.1804422 dist number
5560 0.185377399 dist dist
6960 0.225564901 number dist
6760 0.1782225 dist dist
6310 0.230872399 dist number
6190 0.238365599 dist dist
6090 0.159403401 number number
7930 0.2734307 number number
6000 0.240121501 number number
6820 0.259771001 number dist
6170 0.2214052 dist number
6920 0.135854099 dist number
6260 0.0925981 number number
7380 0.250820301 number number
6810 0.191519399 number number
6280 0.1686859 dist number
5730 0.1511496 dist number
7440 0.2345759 number number
6680 0.209482 dist dist
6760 0.2691263 dist dist
6270 0.147444699 dist dist
6560 0.254820199 dist number
6830 0.2138279 number number
6390 0.1459575 number dist
6850 0.1878358 dist dist
6250 0.199073799 number number
6100 0.1905853 dist number
6460 0.148727099 number number
6890 0.210329201 number dist
6650 0.2238337 dist number
6660 0.2772944 number number
5880 0.147480501 dist dist
6440 0.261359399 dist number
7310 0.2385839 dist number
6750 0.1942087 number dist
6790 0.2157926 dist dist
6880 0.191842 dist number
5460 0.1398739 number number
6420 0.2625917 number dist
5360 0.128773601 number number
5820 0.157512701 dist number
6050 0.1998294 dist dist
7060 0.1979955 number dist
5620 0.1668874 dist number
6230 0.260908999 dist dist
6570 0.2148332 dist dist
6960 0.2975915 number dist
6320 0.233566201 number number
6050 0.1859092 number number
6260 0.1893407 dist dist
6380 0.170625101 dist dist
5520 0.171960099 dist dist
6230 0.169219401 number dist
7250 0.207535 number dist
5890 0.2187124 dist number
6610 0.181528199 number number
7050 0.228194901 number number
7100 0.244904199 number dist
6500 0.232273201 number number
5950 0.2244307 dist dist
6220 0.149132401 number dist
